CourseName,Description,Mean,subject
MUSC 487,"Credit: 1 TO 3 hours.
Course Description: Prepares and performs music of the highest available quality in at least six shows per football season. Open to all students who have been accepted by audition, with assignments made according to proficiency and instrumentation. Completion of course involves, in addition to the regular schedule of rehearsals, participation in public performances by the band.
Prerequisite: Audition required and/or consent of instructor.",3.976878612716763,MUSC
TE 298,,3.667272727272727,TE
FSHN 519,"Credit: 4 hours.
Course Description: Provides graduate students with the tools and understanding necessary for the study of complex food flavor systems. Students will learn: 1) modern techniques of analysis used in the chemical evaluation of food flavor systems, 2) accepted techniques for the sensory evaluation of food flavor, 3) approaches for combined sensory-analytical evaluation of food flavor and 4) principles of food flavor chemistry with emphasis placed on some well-understood flavor systems. Offered every other year.
Prerequisite: FSHN 414 and FSHN 418 or equivalent.",3.981847826086956,FSHN
ATMS 303,"Credit: 4 hours.
Course Description: Conceptualizes the structure and dynamics of the atmosphere through interpretation and analysis of weather charts, time and cross sections, soundings, and forecast products. Students develop case studies of weather system structure, and participate in discussions of weather processes as depicted by weather maps. Depiction of atmospheric kinematic and dynamic processes on weather charts is emphasized. Students learn conceptual models of the structure of mid-latitude cyclones and convective weather systems, including cyclogenesis, frontogenesis, the process of storm intensification, occlusion and frontolysis.
Prerequisite: ATMS 201 and credit or concurrent registration in MATH 241.",2.849677419354838,ATMS
LAS 199,"Credit: .5 to 5 hours.
Course Description: Topics will vary. See class schedule.
",2.905142857142857,LAS
CEE 442,"Credit: 4 hours.
Course Description: Analysis of the physical principles which form the basis of many water and air quality-control operations; sedimentation, filtration, inertial separations, flocculation, mixing, and principles of reactor design; energy flows, thermal pollution, earth's energy balance.
Prerequisite: CEE 437.",3.616813953488372,CEE
ADV 409,"Credit: 3 hours.
Course Description: Introduces students to the foundations of entrepreneurship and evolving business models for media. Students are introduced to the foundation and context of entrepreneurship. The course will cover the skills and practices necessary for new entrepreneurial ventures, as well as the processes of evaluating an idea, assessing the market, and implementing a new venture. Finally, students will examine business case studies for both successful and unsuccessful media start-ups.
Prerequisite: Junior or senior standing in the College of Media.",3.771786600496279,ADV
HRE 490,,3.172962962962963,HRE
KIN 103,"Credit: 1 hours.
Course Description: Skills and knowledge essential for leisure-time activities which are classified as indoor court activities. Prerequisites for each indoor court activity are provided in the Class Schedule. More than one activity (Sections A through Z) may be taken in the same term.
",3.871268436578172,KIN
LAW 605,"Credit: 3 OR 4 hours.
Course Description: Problems in the administration of criminal justice with emphasis on right to counsel, arrest, search, interrogation, lineups, and the scope and administration of exclusionary rules.
",3.394565499351492,LAW
EPS 325/AFST 325/ASST 325/EURO 325/INFO 325/LAST 325/REES 325/SAME 325,,3.608214285714286,EPS
CI 522,"Credit: 4 hours.
Course Description: Role of dance, drama, music, literature, and the visual arts in early childhood and elementary education, focusing on production/performance, appreciation, history, and aesthetics. Interrelationships among curriculum, notions of child development, cultural contexts, and unique traditions of different arts disciplines. Current art education practices in the United States and other countries. Requires attendance at performances and visits to an art museum.
Prerequisite: Graduate status.",3.864090909090909,CI
THEA 175,"Credit: 3 hours.
Course Description: Exploration and communication of experience through speech and action on the stage.
Prerequisite: THEA 170.",3.3792631578947367,THEA
SPAN 141,"Credit: 4 hours.
Course Description: Introduction to the major structures of Spanish, from a linguistic perspective and will develop students' formal knowledge of Spanish grammar. This is considered a fourth level course for the purposes of fulfilling the University General Education Language Other Than English (LOTE) requirement. Instruction in Spanish.
Prerequisite: SPAN 130, equivalent course, or placement score.",2.784354657687991,SPAN
EPSY 200,,3.968095238095238,EPSY
GEOL 101,,3.334,GEOL
JOUR 199,,2.971142857142857,JOUR
ANSC 520/NUTR 520,"Credit: 3 hours.
Course Description: Physiological aspects of protein and amino acids, fats and fatty acids, and carbohydrates as applied to higher animals; includes classification, digestion, absorption, utilization, metabolism, and dietary deficiencies and excesses.
Prerequisite: MCB 450 or equivalent and ANSC 222 or equivalent.",3.353863636363636,ANSC
ANSC 499,"Credit: 1 TO 4 hours.
Course Description: Group discussion or an experimental course on a special topic in animal sciences.
",3.3786363636363634,ANSC
ART 103,"Credit: 3 hours.
Course Description: Students will work with a wide variety of painting materials, methods and strategies in a studio art context. Students will explore painting concepts, form, and technique through production and critique of artworks, as well as address theories and histories of visual representation through readings and discussion. Students with little or no background in visual art are encouraged to participate along with those who have significant knowledge and experience.
",3.87,ART
MBA 501,,3.564755244755245,MBA
CEE 300/TAM 324,"Credit: 4 hours.
Course Description: Macroscopic mechanical behavior in terms of phenomena at the nanometer and micrometer levels for the three types of engineering materials (metals, ceramics, and polymers) with emphasis on specific materials used in civil engineering -- steel, rocks, clay, portland cement concrete, asphaltic concrete, and wood.
Prerequisite: Completion of Composition I general education requirement; CHEM 104; TAM 251.",2.944751072961373,CEE
