YearTerm,Primary Instructor,CourseFull,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2021-sp,"Johnson, Curtis",LEAD 140,13,29,6,4,1,6,0,0,0,0,0,0,0,0
2021-sp,"Smist, Jennifer A",LEAD 140,14,12,3,1,5,0,0,1,2,0,0,0,4,0
2021-sp,"Smist, Jennifer A",LEAD 260,87,38,16,4,6,5,4,2,1,0,1,1,3,0
2021-sp,"Leman, Amy M",LEAD 321,0,17,3,0,1,1,0,1,0,0,0,0,1,0
2021-sp,"Alam, Rummana",LAW 610,2,3,2,7,6,3,1,1,0,0,0,0,0,0
2021-fa,"Shaffer, Eric G",CS 519/CSE 527,25,97,33,13,13,5,0,3,0,0,1,0,3,0
2021-fa,"Jiang, Nan",CS 542,8,26,6,4,3,0,0,0,0,0,0,0,1,0
2021-fa,"Telgarsky, Matus J",CS 540,3,14,6,3,0,0,0,0,0,0,0,0,0,1
2021-fa,"Smaragdis, Paris",CS 545,20,24,2,0,6,0,0,3,0,0,0,0,0,0
2021-fa,"Marinov, Darko",CS 527,5,11,6,3,2,1,0,0,0,0,0,0,0,0
2021-fa,"Maggid Alon, Liat",CWL 211/JS 211/SAME 211,3,5,5,1,1,2,2,0,2,1,1,0,0,0
2021-fa,"Chang, Kevin C",CS 511,4,7,7,0,2,4,0,0,0,0,0,0,0,0
2021-fa,"Shaffer, Eric G",CS 498,33,65,9,2,3,3,0,1,0,0,0,0,1,0
2021-fa,"Lane, H C",CS 498,2,18,7,1,3,0,0,0,0,0,0,0,2,0
2021-fa,"Kumar, Ranjitha",CS 498,21,78,28,18,11,5,4,3,1,0,0,0,3,0
2021-fa,"Cunningham, Ryan M",CS 498,17,28,8,1,3,1,0,0,0,0,0,0,0,0
2021-fa,"Chowdhary, Girish",CS 498,8,17,0,1,1,0,1,1,0,0,0,0,1,0
2021-fa,"Ji, Heng",CS 546,5,28,26,4,0,0,0,0,0,0,0,0,1,1
2021-fa,"Dudek, John",CW 100,0,27,6,4,3,0,1,0,0,0,1,0,2,0
2021-fa,"Solomonik, Edgar V",CS 554/CSE 512,5,12,3,1,0,0,0,0,0,0,0,0,0,0
2021-fa,"Li, Bo",CS 562,0,20,0,0,0,0,0,1,0,0,0,0,0,0
2021-fa,"Fletcher, Christopher W",CS 563/ECE 524,3,12,7,5,0,0,0,0,0,0,0,0,1,0
2021-fa,"Karahalios, Kyratso G",CS 567,2,13,4,1,1,0,0,0,0,0,0,0,0,0
2021-fa,"Forbes, Michael A",CS 579/ECE 579,2,9,6,2,0,2,0,0,0,0,0,0,0,0
2021-fa,"Chekuri, Chandra S",CS 583,3,16,5,3,2,3,0,0,0,0,1,0,0,0
2021-fa,"Liang, Feng",CS 598,0,201,41,9,15,5,0,0,0,0,0,0,1,1
2021-fa,"Renear, Allen H",CS 598,268,19,2,5,0,0,0,0,0,0,0,0,1,0
2021-fa,"McDowell, Sasha C",CWL 241,0,8,5,2,3,1,1,0,3,0,0,0,1,0
2021-fa,"Zhao, Han",CS 598,4,30,4,4,0,0,0,0,0,0,0,0,0,0
2021-fa,"Emmert, Kay",CW 100,3,9,6,2,1,0,0,1,0,0,0,0,0,0
2021-fa,"Hassan, Wail S",CWL 114,67,6,5,6,8,1,3,1,1,0,0,0,6,0
2021-fa,"Calderwood, Eric S",CWL 189,11,8,2,1,1,1,0,1,0,0,0,0,0,0
2021-fa,"Misailovic, Sasa",CS 477/ECE 478,4,16,3,0,3,3,1,1,2,0,0,0,0,0
2021-fa,"Banerjee, Arindam",CS 412,16,55,29,21,21,4,2,4,3,0,3,0,9,1
2021-fa,"Har-Peled, Sariel",CS 473/CSE 414/MATH 473,0,11,6,6,5,0,0,0,0,0,0,0,0,1
2021-fa,"Zhang, Lingming",CS 427/CSE 426,76,55,20,7,4,2,0,3,0,0,1,0,5,0
2021-fa,"Erickson, Jeff G",CS 374/ECE 374,27,45,57,36,36,40,44,33,23,18,6,6,5,2
2021-fa,"Harris, Rachel S",CWL 320,0,3,3,11,4,8,5,6,1,0,0,1,4,1
2021-fa,"Kani, Nickvash",CS 374/ECE 374,20,40,36,28,6,5,2,2,1,0,1,0,2,2
2021-fa,"Liu, Hongye",CS 361/STAT 361,69,37,31,35,10,14,5,10,6,1,3,0,7,4
2021-fa,"Zhai, Chengxiang",CS 410,235,109,54,17,8,2,0,5,0,0,2,0,6,2
2021-fa,"Alawini, Abdussalam A",CS 411,141,175,52,28,14,8,9,3,6,2,1,2,6,2
2021-fa,"Park, Yongjoo",CS 411,4,22,9,7,2,0,0,0,0,0,0,0,0,0
2021-fa,"Hart, John C",CS 418/CSE 427,44,28,22,19,10,3,0,2,1,0,2,0,2,1
2021-fa,"Gunter, Elsa",CS 421,106,60,15,23,19,10,9,16,3,7,4,4,4,1
2021-fa,"Abdelzaher, Tarek",CS 424,3,6,4,5,6,0,2,0,0,0,0,0,0,0
2021-fa,"Borisov, Nikita",CS 425/ECE 428,9,37,28,21,13,7,7,7,1,1,2,3,3,2
2021-fa,"Jabbarvand Behr, Reyhaneh",CS 427/CSE 426,26,25,12,4,1,0,0,1,0,0,2,0,1,1
2021-fa,"Adve, Sarita V",CS 433/CSE 422,1,10,8,8,4,0,1,0,1,0,0,0,0,0
2021-fa,"El-Kebir, Mohammed",CS 466,1,13,9,2,8,0,0,2,0,0,1,0,4,0
2021-fa,"Godfrey, Philip B",CS 435,4,84,16,10,8,1,0,5,1,0,0,1,10,0
2021-fa,"Caesar, Matthew C",CS 437,44,51,4,1,3,0,0,1,2,1,0,0,0,0
2021-fa,"Roy Choudhury, Romit",CS 438/ECE 438,24,57,46,37,5,4,1,0,1,0,0,0,2,1
2021-fa,"Fleck, Margaret M",CS 440/ECE 448,56,118,52,38,31,15,8,7,9,3,3,0,10,1
2021-fa,"Morales Aguirre, Marco An",CS 441,17,488,48,10,8,12,13,4,5,3,1,4,16,7
2021-fa,"Wang, Yuxiong",CS 445,11,20,18,14,9,5,1,1,0,2,0,2,3,0
2021-fa,"Gui, Liangyan",CS 446,7,24,22,13,5,1,0,1,0,0,0,0,2,2
2021-fa,"Hockenmaier, Julia C",CS 447,34,75,40,14,10,4,2,0,0,0,0,0,5,1
2021-fa,"Kloeckner, Andreas P",CS 450/CSE 401/ECE 491/MATH 450,3,34,12,7,7,10,1,8,4,6,4,1,8,0
2021-fa,"Ren, Ling",CS 461/ECE 422,10,12,17,14,15,15,13,4,6,3,3,2,3,2
2021-fa,"Wang, Gang",CS 463/ECE 424,2,17,2,0,2,1,1,0,0,0,0,0,0,0
2021-fa,"Bailey, Brian P",CS 465,9,60,34,12,8,2,0,0,0,0,1,0,0,1
2021-fa,"Taavon, Modje",CWL 241,0,15,5,0,1,1,0,0,0,0,0,0,0,0
2021-fa,"Song, Pengfei",ECE 380/BIOE 380,7,8,3,2,1,1,1,0,0,0,0,0,0,0
2021-fa,"Beck, Kenneth D",DANC 100,29,40,6,3,5,2,2,1,1,1,0,0,2,1
2021-fa,"Gross, George",ECE 333,3,6,6,16,8,5,7,3,2,2,1,1,2,1
2021-fa,"Banerjee, Arijit",ECE 298,12,5,2,0,1,0,0,2,0,0,0,0,2,1
2021-fa,"Katselis, Dimitrios",ECE 310,12,37,15,28,29,10,10,12,10,7,4,0,4,1
2021-fa,"Katselis, Dimitrios",ECE 311,8,38,9,1,4,7,4,1,1,2,1,1,5,1
2021-fa,"Baryshnikov, Yuliy",ECE 313/MATH 362,4,12,5,5,8,3,9,12,3,1,3,5,3,0
2021-fa,"Han, Aiguo",ECE 313/MATH 362,5,9,3,5,13,6,7,18,4,1,3,0,2,2
2021-fa,"Milenkovic, Olgica",ECE 313/MATH 362,5,10,7,9,10,10,11,15,0,3,4,0,2,0
2021-fa,"Hillmer, Philip M",ECE 316/PHIL 316,10,27,12,5,0,0,3,1,0,0,0,0,0,0
2021-fa,"Chen, Xu",ECE 329,3,3,4,3,6,4,5,6,3,0,4,0,3,2
2021-fa,"Ravaioli, Umberto",ECE 329,2,3,3,3,3,2,4,1,1,2,1,0,4,0
2021-fa,"Waldrop, Lara",ECE 329,5,1,6,3,7,4,3,3,1,3,3,4,4,1
2021-fa,"Schuh, Jonathon K",ECE 330,1,8,2,7,1,4,2,3,1,0,0,0,1,0
2021-fa,"Zhang, Richard Y",ECE 330,2,4,2,2,5,0,2,0,3,0,0,1,0,0
2021-fa,"Leburton, Jean-Pierre",ECE 340,5,3,6,4,7,5,2,4,5,2,2,3,2,1
2021-fa,"Kindratenko, Volodymyr",ECE 220,3,10,6,3,8,2,4,0,1,0,0,0,1,0
2021-fa,"Gruev, Viktor",ECE 342,1,9,6,3,8,3,1,3,2,0,2,0,2,0
2021-fa,"Shanbhag, Naresh R",ECE 342,2,8,3,3,3,3,3,2,0,0,1,0,0,1
2021-fa,"Veeravalli, Venugopal V",ECE 365,2,5,5,8,3,2,2,1,1,0,1,0,0,0
2021-fa,"Cheng, Zuofu",ECE 385,33,119,43,53,37,7,10,9,5,5,4,2,7,3
2021-fa,"Bailey, Michael D",ECE 391,7,34,18,12,42,13,8,17,13,2,2,2,7,5
2021-fa,"Schwing, Alexander G",ECE 398,1,4,2,6,6,3,0,0,0,0,0,0,0,1
2021-fa,"Haken, Lippold",ECE 402,5,17,2,5,3,0,0,0,0,0,0,0,0,0
2021-fa,"Miller, Andrew E",ECE 407,2,8,8,2,0,2,0,1,0,0,0,0,0,0
2021-fa,"Kindratenko, Volodymyr",ECE 408/CS 483/CSE 408,2,20,11,19,15,10,8,5,2,0,4,2,2,1
2021-fa,"Kim, Nam Sung",ECE 411,4,12,14,16,13,11,9,0,5,7,1,0,0,1
2021-fa,"Woodley, Michael J",CS 242,30,13,4,2,4,3,0,0,0,1,3,0,1,0
2021-fa,"Patel, Sanjay J",ECE 408/CS 483/CSE 408,2,19,15,27,32,20,17,22,6,3,9,6,4,0
2021-fa,"Moon, Thomas",ECE 220,3,5,2,3,1,1,3,0,1,1,1,0,3,0
2021-fa,"Chen, Yuting W",ECE 220,12,21,15,11,10,6,8,7,4,4,2,0,6,0
2021-fa,"Chin, Abigail W",DANC 100,7,14,2,1,1,1,0,1,0,0,0,0,1,0
2021-fa,"Zeng, Hanyun",EALC 275/CWL 275,10,9,11,8,5,0,1,0,2,0,1,0,0,0
2021-fa,"De Jesus-Valent, Ricardo",DANC 100,6,8,6,1,0,2,0,1,1,0,0,0,0,0
2021-fa,"Gilmore, Adanya N",DANC 100,15,16,9,1,0,2,0,0,0,0,1,0,0,1
2021-fa,"Lewis, Tyesha",DANC 100,9,13,1,3,2,1,1,0,0,0,0,0,1,0
2021-fa,"Lim, Sojung",DANC 100,5,9,3,5,5,3,0,3,1,1,1,0,6,3
2021-fa,"MacMaster, Catherine C",DANC 101,8,13,2,0,2,0,0,1,0,0,0,0,0,0
2021-fa,"Henss, Jacob M",DANC 105,3,12,3,2,2,0,0,1,0,0,0,0,0,0
2021-fa,"Rogovoy, Anna P",DANC 107,0,18,2,1,1,0,0,0,0,0,0,0,0,0
2021-fa,"Toenjes, John M",DANC 200,38,10,1,2,2,1,1,2,0,0,2,0,0,0
2021-fa,"Nettl-Fiol, Rebecca C",DANC 209,1,17,0,1,1,1,0,1,0,0,0,0,0,0
2021-fa,"Zhang, Bert E",DTX 455,3,15,0,2,1,0,1,1,0,0,0,0,0,0
2021-fa,"Song, Myoung-Sun",EALC 230,19,41,31,13,14,7,4,3,3,0,1,2,1,0
2021-fa,"Haight, Nicholas B",EALC 250,1,3,5,2,3,4,1,1,1,1,0,1,0,0
2021-fa,"Choi, Hyungsoo",ECE 110,21,22,12,9,10,7,8,4,6,3,1,2,9,2
2021-fa,"Mironov, Andrey",ECE 210,6,7,4,6,8,7,2,3,2,2,1,3,0,1
2021-fa,"Fang, Kejie",ECE 110,2,5,1,3,7,2,2,1,1,1,1,0,5,1
2021-fa,"Makela, Jonathan J",ECE 110,24,25,21,10,13,13,8,7,3,1,1,0,10,1
2021-fa,"Schuh, Jonathon K",ECE 110,23,30,20,19,18,9,7,13,2,1,2,1,8,3
2021-fa,"Bhat, Suma P",ECE 120,13,31,9,13,15,4,5,6,2,0,2,2,3,1
2021-fa,"Bhowmik, Ujjal K",ECE 120,12,35,24,25,23,14,8,8,1,1,4,1,11,2
2021-fa,"Levchenko, Kirill I",ECE 120,10,41,30,24,38,10,15,12,4,4,3,1,4,0
2021-fa,"Schmitz, Christopher",ECE 199,30,7,1,0,2,0,3,0,2,0,0,0,1,0
2021-fa,"Radhakrishnan, Chandrasek",ECE 205,93,26,23,15,16,13,7,5,1,5,4,2,7,1
2021-fa,"Cheng, Zuofu",ECE 206,21,17,2,2,2,5,1,2,1,0,1,1,1,0
2021-fa,"Alvarez, Juan",ECE 210,4,5,2,11,10,9,0,4,5,4,2,1,5,4
2021-fa,"Lee, Minjoo L",ECE 210,4,3,7,10,10,12,4,7,7,3,5,0,2,1
2021-fa,"Mironenko, Olga",ECE 210,4,3,3,4,10,4,2,2,4,0,3,2,2,3
2021-fa,"Silva, Mariana T",CS 357/MATH 357,70,131,55,32,20,16,5,10,6,6,2,6,8,6
2021-fa,"Moermond, Veronica A",CI 403,16,8,1,0,0,1,0,0,0,0,0,0,1,0
2021-fa,"Angrave, Lawrence",CS 241,89,114,27,23,15,2,14,4,6,5,5,6,3,3
2021-fa,"Merkley, Kyle G",CLCV 115,1,24,1,0,1,0,0,0,0,0,0,1,1,1
2021-fa,"Putri, Noerhayati I",CI 467,2,18,0,1,0,0,0,0,0,0,0,0,0,0
2021-fa,"MacGregor, Nancy A",CI 476,0,48,2,2,1,0,0,0,0,0,0,0,0,0
2021-fa,"McCarthey, Sarah J",CI 476,0,22,6,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Paquette, Luc",CI 480,0,18,2,1,1,1,0,0,0,0,0,0,0,0
2021-fa,"Dornfeld Tissen, Catherin",CI 501,14,7,2,0,2,0,0,0,0,0,0,0,0,1
2021-fa,"Thorstensson Da, Liv S",CI 507,20,7,0,0,1,0,0,0,0,0,0,0,1,0
2021-fa,"Augoustakis, Antonios",CLCV 100,2,0,3,1,2,3,2,1,0,1,2,3,20,0
2021-fa,"Furner, Jeremy W",CLCV 102,63,11,7,0,1,0,0,0,0,0,0,0,1,0
2021-fa,"Sanders, Kirk",CLCV 114,10,22,11,8,7,10,3,6,3,1,2,0,5,1
2021-fa,"Cornell, Megan E",CLCV 115,18,21,5,1,8,1,0,0,0,3,1,0,3,1
2021-fa,"Furner, Jeremy W",CLCV 115,21,3,0,1,0,0,0,0,0,0,1,0,0,1
2021-fa,"McQueen, Kelli A",CLCV 115,14,14,0,1,2,0,0,0,0,0,0,0,1,0
2021-fa,"Rahat, Guy",CLCV 115,1,23,0,0,0,2,0,4,0,0,0,0,1,0
2021-fa,"Dawson, Ashley E",CI 467,4,16,4,1,3,0,1,0,0,0,0,0,0,0
2021-fa,"Reymann, Emma F",CLCV 115,2,64,5,7,6,0,0,2,0,0,2,0,3,0
2021-fa,"Scheele, Genevieve V",CLCV 115,0,44,0,2,6,1,0,2,0,0,0,0,5,0
2021-fa,"Stanull, Jennifer A",CLCV 115,11,46,1,0,1,0,0,0,0,0,0,0,1,0
2021-fa,"Hadjipolycarpou, Maria",CLCV 120,9,15,4,3,3,5,1,0,1,2,1,0,3,0
2021-fa,"Kaufman, Brett S",CLCV 133,9,16,1,1,1,0,0,0,0,0,0,0,1,0
2021-fa,"Bevis, Elizabeth A",CLCV 160/REL 160,0,14,3,2,3,3,1,0,0,1,0,0,1,0
2021-fa,"Walters, Brian C",CLCV 220/CWL 220,4,10,2,2,2,2,0,1,0,0,0,0,0,0
2021-fa,"Baronovic, Joseph R",CLCV 224,1,50,1,1,4,1,0,0,0,0,0,0,0,0
2021-fa,"Freestone, Kelly D",CLCV 224,0,59,0,0,2,0,0,1,0,0,0,1,0,0
2021-fa,"Martinez, Jeffery D",CLCV 224,0,54,1,3,3,0,0,0,0,0,0,0,1,0
2021-fa,"McQueen, Kelli A",CLCV 224,0,25,0,0,3,0,0,1,0,0,0,0,1,1
2021-fa,"Oliveira, Marcella",CLCV 224,16,39,1,0,2,1,0,1,0,0,0,0,0,0
2021-fa,"MacGregor, Nancy A",CI 467,0,28,1,0,0,0,1,0,0,0,0,0,0,1
2021-fa,"Sinha, Shuchi",CI 465,8,13,1,1,0,0,0,0,0,0,0,0,0,1
2021-fa,"Fagen-Ulmschnei, Wade A",CS 240,3,13,3,5,7,4,1,4,1,2,0,0,1,1
2021-fa,"Lindgren, Robb W",CI 210,0,34,2,0,0,0,0,0,0,0,0,0,1,1
2021-fa,"Mamaril, Cezar Brian C",CHLH 455,17,8,5,1,2,3,0,2,0,0,0,1,0,0
2021-fa,"Froeter, Paul J",ECE 444,6,8,3,0,2,4,2,0,0,0,0,0,0,0
2021-fa,"Freehill, Ariel N",CHLH 456,17,3,0,1,0,0,0,0,0,0,0,0,0,0
2021-fa,"Verone, Emily K",CHLH 456,36,37,15,11,6,4,3,4,0,1,1,0,2,0
2021-fa,"Hale, Timothy",CHLH 457/SOCW 457,28,7,13,7,3,3,1,0,0,0,0,0,0,0
2021-fa,"Barnes, Lynette C",CHLH 458,12,18,9,3,6,4,2,5,2,0,1,0,3,0
2021-fa,"Chiu, Chung-Yi",CHLH 494,1,22,0,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Lara-Cinisomo, Sandraluz",CHLH 540/KIN 540,1,28,0,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Lyons, Lee A",CHLH 572,20,17,11,3,2,2,0,0,0,0,0,0,0,0
2021-fa,"Mamaril, Cezar Brian C",CHLH 594,0,22,0,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Fitzjarrald, Amy E",CHP 199,31,20,10,0,4,2,0,0,0,0,0,0,0,0
2021-fa,"Jackson, Lisa",CHP 199,8,12,4,0,2,1,0,0,1,0,0,0,0,0
2021-fa,"Gutzmer, Cara K",CI 402,0,18,2,2,1,0,0,0,0,0,0,0,0,0
2021-fa,"Dean, Sheila R",CI 450,0,15,4,0,3,2,0,0,0,0,0,0,0,0
2021-fa,"Hale, Jon N",CI 403,2,20,5,0,7,0,0,1,0,0,0,0,0,0
2021-fa,"Dean, Sheila R",CI 405,0,31,15,4,9,3,2,0,0,0,0,1,1,0
2021-fa,"Taylor, Angelica I",CI 406,0,22,0,3,0,0,0,0,0,0,0,0,0,0
2021-fa,"Dean, Sheila R",CI 410,0,10,7,5,4,1,1,2,0,0,0,0,0,1
2021-fa,"Crenshaw, Mackensi L",CI 415,0,11,5,1,1,2,0,1,1,0,0,0,0,0
2021-fa,"Gonzalez, Monica",CI 415,0,22,5,1,2,0,0,0,0,0,0,0,2,0
2021-fa,"Lomax, Khalila",CI 415,3,19,3,0,0,2,0,0,0,0,0,0,1,0
2021-fa,"Harris, Jadyn",CI 422,0,14,4,2,1,0,0,0,0,0,0,0,0,0
2021-fa,"Poetzel, Adam R",CI 430,5,15,9,6,11,4,2,3,0,0,0,0,0,0
2021-fa,"Martinez Negret, Giselle",CI 433/LLS 433,0,23,2,0,1,0,0,0,0,0,0,0,0,1
2021-fa,"Tissenbaum, Michael B",CI 435,8,12,1,0,1,1,0,0,0,0,1,0,0,0
2021-fa,"Nunez Cortez, Idalia",CI 446,5,10,3,0,2,0,0,0,0,0,0,0,1,1
2021-fa,"Stanull, Jennifer A",CLCV 224,5,20,1,1,0,0,0,0,0,0,0,0,0,0
2021-fa,"Kaufman, Brett S",CLCV 231/ARTH 217,14,64,11,10,12,2,1,5,2,0,1,0,8,0
2021-fa,"Morrow, Ethan",CMN 102,7,17,6,9,6,4,1,1,0,0,2,0,4,0
2021-fa,"Juvik, John A",CPSC 498,0,31,0,0,5,0,0,0,0,0,1,0,1,0
2021-fa,"Poole, Marshall S",CMN 413,5,12,9,1,1,0,0,0,0,0,0,0,0,0
2021-fa,"Bigsby, Elisabeth",CMN 421,4,11,5,6,3,0,0,1,0,0,0,0,1,0
2021-fa,"Huff, Billy",CMN 432/GWS 432/LING 432,63,4,0,4,0,0,0,0,0,0,0,0,0,0
2021-fa,"Thompson, Charee M",CMN 462,0,22,4,1,1,1,0,1,1,0,0,0,1,0
2021-fa,"Quick, Brian L",CMN 465/CHLH 465,4,18,4,2,3,0,0,1,0,0,0,0,0,0
2021-fa,"Zilles, Julie",CPSC 102,0,18,1,1,2,1,0,0,0,0,0,0,0,0
2021-fa,"Arbelaez, Juan D",CPSC 112,8,29,7,9,6,5,5,3,5,3,3,0,2,0
2021-fa,"Lambert, Kris N",CPSC 131,0,159,0,0,16,0,0,5,0,0,1,0,10,0
2021-fa,"Seiter, Nicholas J",CPSC 270/IB 220/NRES 270,0,8,1,2,8,0,3,5,0,0,0,1,0,0
2021-fa,"Villamil, Maria B",CPSC 414,11,2,0,2,2,0,0,2,0,1,0,0,1,0
2021-fa,"Lipka, Alexander E",CPSC 440/ABE 440/ANSC 440/FSHN 440/NRES 440,14,17,30,10,9,7,2,1,1,1,0,0,1,0
2021-fa,"Lee, DoKyoung",CPSC 480,0,37,0,4,4,0,2,3,0,0,3,0,6,0
2021-fa,"Dokoohaki, Hamze",CPSC 541/ANSC 541,8,2,10,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Quick, Brian L",CMN 102,78,26,21,7,21,6,4,7,1,2,0,0,8,2
2021-fa,"Gunter, Elsa",CS 100,0,469,13,5,1,3,0,1,0,0,2,0,8,2
2021-fa,"Davis, Neal E",CS 101,112,264,48,31,16,9,10,7,5,4,2,2,10,2
2021-fa,"Zilles, Craig",CS 105,50,183,90,88,76,43,32,39,20,15,11,5,38,15
2021-fa,"Challen, Geoffrey W",CS 124,128,833,71,45,42,18,17,16,8,0,19,0,37,12
2021-fa,"Nowak, Michael",CS 128,0,308,15,15,15,8,2,6,1,2,3,2,16,3
2021-fa,"Cosman, Benjamin L",CS 173,23,73,26,22,17,9,16,14,6,15,5,3,12,2
2021-fa,"Zhou, Qian",CS 173,21,39,35,23,36,5,6,9,4,10,4,1,6,4
2021-fa,"Challen, Geoffrey W",CS 196,255,32,1,2,2,0,1,3,0,0,0,0,2,3
2021-fa,"Lewis, Colleen M",CS 199,0,39,0,0,0,0,0,0,0,0,0,0,1,0
2021-fa,"Cunningham, Ryan M",CS 210,4,58,12,11,14,1,2,2,0,0,0,0,0,0
2021-fa,"Evans, Graham C",CS 225,19,628,62,56,38,20,26,21,17,12,9,5,47,8
2021-fa,"Herman, Geoffrey L",CS 233,95,147,7,3,29,2,1,3,0,0,8,0,6,2
2021-fa,"Barley, William",CMN 410,0,16,6,4,3,2,1,0,0,0,0,0,0,0
2021-fa,"Wright-Dixon, Trina J",CMN 396,2,2,6,2,4,2,2,2,0,0,0,0,1,0
2021-fa,"Van Duyn, Emily E",CMN 396,15,14,6,4,8,0,5,7,3,1,3,0,1,0
2021-fa,"Jackson, Sally A",CMN 396,1,5,5,2,4,0,1,1,4,0,2,0,1,1
2021-fa,"Moist, John T",CMN 210,0,46,5,1,3,0,1,0,0,1,1,0,1,0
2021-fa,"Johnson, Lauren P",CMN 212,10,19,3,4,14,1,0,3,2,0,1,0,1,0
2021-fa,"Okegbe, Samantha I",CMN 212,3,3,4,1,2,4,2,1,4,0,1,0,3,1
2021-fa,"Macswain, Chandler J",CMN 213,23,14,7,1,1,3,2,0,1,1,1,0,2,0
2021-fa,"Wright-Dixon, Trina J",CMN 214,8,4,8,9,6,0,4,1,4,2,0,0,3,0
2021-fa,"Tscholl, Gabriela",CMN 220,0,35,4,0,2,1,0,1,1,0,0,1,0,0
2021-fa,"Guntzviller, Lisa",CMN 230,31,34,13,6,12,9,2,6,1,3,4,1,5,1
2021-fa,"Poole, Marshall S",CMN 231,6,6,3,10,1,0,1,0,0,0,0,1,0,0
2021-fa,"Eberline, Ana Lisa P",CMN 232,0,33,4,1,4,1,0,3,0,0,2,0,3,1
2021-fa,"Koven, Michele E",CMN 232,4,6,4,3,3,5,0,0,0,0,1,0,0,0
2021-fa,"Cisneros, Josue D",CMN 250,0,38,11,4,7,4,1,0,0,0,0,0,2,1
2021-fa,"Huff, Billy",CMN 250,47,4,0,4,4,0,1,0,0,0,0,0,0,0
2021-fa,"Liao, Danni",CMN 260,0,6,15,8,10,5,2,5,1,0,2,0,1,0
2021-fa,"Pulido, Manuel D",CMN 260,0,6,13,11,11,6,2,4,2,0,1,0,1,0
2021-fa,"Dixon, Travis L",CMN 277,6,11,7,3,8,8,5,4,6,2,3,3,9,5
2021-fa,"Jackson, Sally A",CMN 280,2,7,2,0,5,5,2,3,0,1,0,2,0,0
2021-fa,"Murphy, John M",CMN 321,1,17,4,11,22,6,18,21,5,4,6,4,8,0
2021-fa,"Ramey, Mary E",CMN 336,5,47,0,0,7,0,0,1,0,0,0,0,1,0
2021-fa,"DeVinney, Daniel J",CMN 340,4,11,5,1,1,2,0,2,2,0,0,0,0,0
2021-fa,"Fields, Victoria T",CMN 340,10,8,1,3,2,1,0,0,0,0,0,1,2,0
2021-fa,"Gailey, Benjamin J",CMN 361,0,17,2,2,1,0,0,0,0,0,2,0,0,0
2021-fa,"Ramey, Mary E",CMN 368,39,54,31,13,9,7,5,5,3,0,1,1,4,0
2021-fa,"Bigman-Galimore, Cabral A",CMN 396,0,4,4,5,6,5,1,1,0,0,0,0,0,0
2021-fa,"Finnegan, Cara A",CMN 396,2,5,4,5,6,1,2,1,1,1,1,1,2,0
2021-fa,"Gipson, Brooklyne J",CMN 396,9,5,1,2,2,2,0,0,1,1,0,0,2,0
2021-fa,"Hasegawa-Johnso, Mark A",ECE 417,4,9,9,4,2,0,1,0,1,0,0,1,0,0
2021-fa,"Weisbenner, Scott J",FIN 511,22,621,183,122,130,6,3,3,0,0,0,0,11,0
2021-fa,"Lyding, Joseph W",ECE 444,6,13,2,0,4,2,0,1,1,0,0,0,0,0
2021-fa,"Christianson, Kiel",EPSY 401,7,10,0,0,0,2,1,0,1,0,1,0,1,0
2021-fa,"Herman, Thaddeus B",EPOL 524,29,28,0,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Roegman, Rachel",EPOL 531,0,22,1,1,2,0,0,0,0,0,0,0,0,0
2021-fa,"Flesher, Jeffrey W",EPOL 574,0,25,0,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Jacobs, Ronald L",EPOL 578,0,15,20,6,1,1,0,0,0,0,0,0,0,0
2021-fa,"Oh, Eunjung",EPOL 594,15,24,5,1,1,2,0,0,1,0,0,0,1,0
2021-fa,"McCarthy, Cameron R",EPS 537,0,24,5,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Keyser, Genevieve M",EPSY 201,0,156,23,15,6,7,6,2,4,1,0,0,3,2
2021-fa,"Ogunfemi, Nimot M",EPSY 202,8,13,9,2,9,4,2,7,3,0,0,2,4,0
2021-fa,"Heimpel, Nicholas F",EPSY 220,0,21,3,0,1,0,0,0,0,0,0,0,1,0
2021-fa,"Rhoades, Kathryn L",EPSY 220,7,4,7,1,4,0,0,0,2,0,0,0,3,0
2021-fa,"Williams, Briana J",EPSY 220,7,3,7,2,1,0,0,1,2,0,1,0,5,0
2021-fa,"Zarkada, Simoni",EPSY 220,0,20,2,2,0,0,0,1,1,0,0,0,1,0
2021-fa,"Kinderman, Lisa",EPSY 420/PSYC 420,1,54,21,9,5,4,1,3,1,0,0,0,1,0
2021-fa,"Lee, Sharon S",EPOL 500,0,80,0,0,1,0,0,0,0,0,0,0,0,0
2021-fa,"Napolitano, Christopher M",EPSY 430,5,20,7,2,0,1,1,0,0,0,0,0,0,1
2021-fa,"Cromley, Jennifer G",EPSY 456/IE 445/PSYC 456,28,13,5,3,5,0,0,0,0,0,1,0,0,0
2021-fa,"Zhang, Jinming",EPSY 480,3,36,4,2,0,3,0,0,0,0,0,0,0,0
